0.1 294.2203313088014
0.2 294.71529591602564
0.30000000000000004 295.5327126027488
0.4 296.5846020398797
0.5 297.7924657205923
0.6000000000000001 300.55033268585385
0.7000000000000001 300.0339769253396
0.8 306.09151541076676
0.9 308.77487009174075
1 304.0452811245422
1.1 304.3152930960109
1.2000000000000002 313.0228555745286
1.3 324.3046568401739
1.4000000000000001 334.39176976172394
1.5 341.54562004181753
1.6 344.65105810525574
1.7000000000000002 342.86216897208965
1.8 336.03076400797806
1.9000000000000001 325.69933627664284
2 315.4763766732372
2.1 309.19469839136514
2.2 308.4298860762832
2.3000000000000003 312.4410836685306
2.4000000000000004 319.7239818421138
2.5 329.0104617431135
2.6 339.4737611411821
2.7 350.6277496928024
2.8000000000000003 362.19769333706245
2.9000000000000004 374.0300319718335
3 386.0388193140425
3.1 398.17568973700753
3.2 410.4132953465111
3.3000000000000003 422.7361752030961
3.4000000000000004 435.1356202005851
3.5 447.6069028279088
3.6 460.1475451998913
3.7 472.75641765519373
3.8000000000000003 485.4331881080834
3.9000000000000004 498.17797539617004
4 510.9911587483511
4.1000000000000005 523.8675362202929
4.2 536.8207360713338
4.3 549.8436571746976
4.4 562.9370691791878
4.5 576.101697866869
