0.1 372.2582205354026 -14458746.401987504
0.2 373.00974380987435 -14483579.200234896
0.30000000000000004 374.2486005510839 -14524487.38251438
0.4 375.90206035205347 -14579032.517702512
0.5 377.85599213262446 -14643410.99951981
0.6000000000000001 381.3265845966312 -14757551.297969624
0.7000000000000001 381.97741666641207 -14778926.05021893
0.8 389.4525537622996 -15023758.361186067
0.9 392.914643408475 -15136738.841934178
1 388.4944451923628 -14992445.835859295
1.1 389.8617221790573 -15037124.554648906
1.2000000000000002 401.353950050585 -15411062.53117889
1.3 416.55887259783816 -15901503.417070724
1.4000000000000001 430.3018567285685 -16340681.816298313
1.5 439.9322575582967 -16646168.985426554
1.6 443.8950604707031 -16771340.261881785
1.7000000000000002 441.35202051368236 -16691049.899101727
1.8 432.6352222071581 -16414868.55936037
1.9000000000000001 420.0709244442922 -16014102.983303638
2 407.88394581699833 -15622283.462363431
2.1 400.24449330363694 -15375086.040212197
2.2 399.1367281836592 -15339138.255738363
2.3000000000000003 404.10922472071286 -15500295.170021566
2.4000000000000004 413.6331571842932 -15807508.157014066
2.5 426.16988239144376 -16209041.648780305
2.6 440.5699153919542 -16666331.254158197
2.7 456.07795217912377 -17154239.355569564
2.8000000000000003 472.2266641383671 -17657410.974104863
2.9000000000000004 488.7349642542355 -18166774.980772547
3 505.43617437226607 -18677083.924376566
3.1 522.2324660778319 -19185364.414057482
3.2 539.0671990592473 -19689984.21695518
3.3000000000000003 555.908382149426 -20190099.887130264
3.4000000000000004 572.7388437064101 -20685331.91036958
3.5 589.5503043496806 -21175571.31227954
3.6 606.3398274649627 -21660865.389401115
3.7 623.1077083292321 -22141350.70441975
3.8000000000000003 639.8560727256166 -22617209.730742298
3.9000000000000004 656.5881128398715 -23088647.631607916
4 673.3075969795524 -23555877.838141307
