0.1 352.1
0.2 352.1
0.30000000000000004 352.1
0.4 352.1
0.5 352.1
0.6000000000000001 352.1
0.7000000000000001 352.1
0.8 352.1
0.9 352.1
1 352.1
1.1 352.1
1.2000000000000002 352.1
1.3 352.1
1.4000000000000001 349.1
1.5 347.6
1.6 346.2
1.7000000000000002 344.2
1.8 343.7
1.9000000000000001 342.9
2 341.7
2.1 340.1
2.2 339.2
2.3000000000000003 338.3
2.4000000000000004 337.5
2.5 337.5
2.6 337.6
2.7 340.3
2.8000000000000003 341.2
2.9000000000000004 342.4
3 344.4
3.1 346.6
3.2 348.7
3.3000000000000003 351.2
3.4000000000000004 356.2
3.5 362.1
3.6 368
3.7 375.3
3.8000000000000003 389
3.9000000000000004 395.8
4 402.3
4.1000000000000005 409.4
4.2 416.7
4.3 423.9
4.4 431.5
4.5 439.1
