0	315
0.5333951762523191	315
1.0667903525046383	315.2
1.6001855287569573	315.6
2.1335807050092765	316.2
2.6669758812615956	316.7
3.2003710575139146	317.6
3.7337662337662336	318.6
4.267161410018553	319
4.800556586270872	320
5.333951762523191	322
5.86734693877551	324
6.400742115027829	326.1
6.934137291280148	328.4
7.467532467532467	329.2
8.000927643784786	329.6
8.534322820037106	329.78
9.067717996289424	330
9.601113172541744	330.6
10.134508348794062	331.8
10.667903525046382	334.2
11.2012987012987	335.6
11.73469387755102	337.1
